#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
currency_name_warrior_lodge_norse;Renown;Renommée;Bekanntheit;;Renombre;;;;;;;;;x
warrior_lodge_norse_rank_1_female;Fledgling;Novice;Anfängerin;;Novata;;;;;;;;;x
warrior_lodge_norse_rank_2_female;Warrior;Guerrière;Kriegerin;;Guerrera;;;;;;;;;x
warrior_lodge_norse_rank_3_female;Veteran;Vétérane;Veteranin;;Veterana;;;;;;;;;x
warrior_lodge_norse_rank_4_female;Heroine;Héroïne;Heldin;;Heroína;;;;;;;;;x
warrior_lodge_norse_rank_1_male;Fledgling;Novice;Anfänger;;Novato;;;;;;;;;x
warrior_lodge_norse_rank_2_male;Warrior;Guerrier;Krieger;;Guerrero;;;;;;;;;x
warrior_lodge_norse_rank_3_male;Veteran;Vétéran;Veteran;;Veterano;;;;;;;;;x
warrior_lodge_norse_rank_4_male;Hero;Héros;Held;;Héroe;;;;;;;;;x
warrior_lodge_duel;Duel;Provoquer en duel;Duell;;Duelo;;;;;;;;;x
warrior_lodge_duel_power_desc;The decision to Duel your foes becomes available.;La décision de provoquer en duel vos ennemis est disponible.;Die Entscheidung, Eure Feinde zu duellieren, wird verfügbar.;;Tienes disponible la decisión de batirte en duelo con tus enemigos.;;;;;;;;;x
warrior_lodge_shieldmaiden;Shieldmaidens;Skjaldmös;Schildmaid;;Escuderas;;;;;;;;;x
warrior_lodge_shieldmaiden_power_desc;The decision to appoint somebody a Shieldmaiden becomes available, provided she is your sister or daughter.;Vous pouvez prendre la décision de nommer une skjaldmö, à condition que ce soit votre soeur ou votre fille.;Die Entscheidung, jemanden zur Schildmaid zu ernennen, wird verfügbar, vorausgesetzt, sie ist Eure Schwester oder Tochter.;;Puedes nombrar una escudera, siempre que se trate de tu hermana o hija.;;;;;;;;;x
warrior_lodge_survivor;Survivor;Survivant;Überlebender;;Superviviente;;;;;;;;;x
warrior_lodge_survivor_power_desc;You are more resilient to battle injuries.;Vous vous remettez mieux de vos blessures.;Ihr seid widerstandsfähig gegen Kampfverletzungen.;;Eres más resistente a las heridas de combate.;;;;;;;;;x
warrior_lodge_lifetime_of_war;Lifetime of War;Une vie de guerres;Leben des Krieges;;Vida de guerras;;;;;;;;;x
warrior_lodge_lifetime_of_war_power_desc;When leading troops, your experience gives you access to new events on the field of battle.;Lorsque vous menez des troupes, votre expérience vous permet d'accéder à de nouveaux événements sur le champ de bataille.;Wenn Ihr Truppen führt, erhaltet Ihr neue Ereignisse auf dem Gebiet der Schlacht.;;Tu experiencia te da acceso a nuevos eventos en el campo de batalla cuando comandes tropas.;;;;;;;;;x
warrior_lodge_norse_go_berserk;Go Berserk;Entrer en fureur sacrée;Rumwüten;;Enloquecer;;;;;;;;;x
#warrior_lodge_norse_go_berserk_desc;As you are a member of a §YWarrior Lodge§!, you can go on a rampage through your [From.GetCapitalHolding].;En tant que membre d'une §YLoge du Guerrier§!, vous pouvez tout saccager [From.GetCapitalHoldingAuAla].;Als Mitglied einer §YKriegerloge§! könnt Ihr in Eurer [From.GetCapitalHolding] randalieren.;;Como miembro de una §YLogia de guerreros§!, puedes arrasar tu [From.GetCapitalHolding].;;;;;;;;;x
warrior_lodge_norse_go_berserk_power_desc;Enables §Gright-clicking§! on your own character portrait to give yourself the §YBerserker§! trait.;Permet d'obtenir le trait §YBerserk§!.\n(Faites un clic droit sur votre portrait);Ermöglicht Euch, auf Euer eigenes Charakterporträt einen §GRechtsklick§! zu machen, um Euch selbst die Eigenschaft §YBerserker§! zu geben.;;Puedes §Ghacer clic derecho§! en el retrato de tu personaje para darle el rasgo §YEnloquecido§!.;;;;;;;;;x
warrior_lodge_reaver;Reaver;Piller et capturer;Plünderer;;Saqueador;;;;;;;;;x
warrior_lodge_reaver_power_desc;When leading armies and successfully sieging holdings, you have a greater chance of capturing enemies and looting artifacts from the holder.;Lorsque vous menez des armées et assiégez avec succès des propriétés, vous avez une plus grande chance de capturer des ennemis et piller des artefacts.;Wenn Ihr eine Armee führt und Besitztümer erfolgreich belagert, habt Ihr eine größere Chance, Feinde gefangen zu nehmen und Artefakte zu plündern.;;Cuando dirijas un ejército y asedies asentamientos con éxito tienes mayores posibilidades de capturar enemigos y robar artefactos a su propietario.;;;;;;;;;x
warrior_lodge_warrior_training;Warrior Training;Entraînement guerrier;Kriegertraining;;Entrenamiento de guerrero;;;;;;;;;x
warrior_lodge_warrior_training_desc;As you are a member of a §YWarrior Lodge§!, you can undergo rigorous training to achieve new abilities on the battlefield.;En tant que membre d'une §YLoge du Guerrier§!, vous pouvez suivre un entraînement rigoureux pour acquérir de nouvelles compétences sur le champ de bataille.;Als Mitglied einer §YKriegerloge§! könnt Ihr Euch einem rigorosen Training unterziehen, um neue Fähigkeiten auf dem Schlachtfeld zu erlangen.;;Como miembro de una §YLogia de guerreros§!, puedes someterte a un entrenamiento riguroso para conseguir nuevas habilidades en el campo de batalla.;;;;;;;;;x
warrior_lodge_warrior_training_power_desc;Enables §Gright-clicking§! on your own character portrait, in order to give yourself a special Commander trait.;Permet d'obtenir un trait de commandement spécial.\n(Faites un clic droit sur votre portrait);Ermöglicht Euch, auf Euer eigenes Charakterporträt einen §GRechtsklick§! zu machen, um Euch selbst eine Kommandanten-Eigenschaft zu geben.;;Permite §Ghacer clic derecho§! en el retrato de tu personaje para darte un rasgo especial de comandante.;;;;;;;;;x
#warrior_lodge_summon_commander;Summon Commander;Faire venir un commandant;Kommandanten anfordern;;Convocar comandante;;;;;;;;;x
warrior_lodge_summon_commander_desc;As you are a member of a §YWarrior Lodge§!, you can request that a special Commander be summoned to your court.;En tant que membre d'une §YLoge du Guerrier§!, vous pouvez faire venir un commandant spécial à votre cour.;Als Mitglied einer §YKriegerloge§! könnt Ihr einen Kommandanten an Euren Hof rufen.;;Como miembro de una §YLogia de guerreros§!, puedes solicitar que un comandante especial sea convocado a tu corte.;;;;;;;;;x
warrior_lodge_summon_commander_power_desc;Enables a decision in the §YIntrigue§! menu, to summon a special Commander character to your court.;Vous pouvez convoquer un commandant spécial à votre cour.\n(Menu §YIntrigue§!);Aktiviert eine Entscheidung im §YIntrigen§!-Menü, mit der Ihr einen Kommandanten an Euren Hof rufen könnt.;;Activa una decisión en el menú de §YIntriga§! para convocar un comandante especial a tu corte.;;;;;;;;;x
warrior_lodge_inspire_warriors;Inspire Warriors;Inspirer les guerriers;Krieger inspirieren;;Inspirar guerreros;;;;;;;;;x
warrior_lodge_inspire_warriors_desc;If a Holding does not have a full Garrison or Levy, you can choose to instantly refill it.;Si une propriété n'a pas une garnison ou une levée entière, vous pouvez choisir de la remplir instantanément.;Wenn Euer Besitztum keine volle Garnison oder Aufgebot hat, könnt Ihr es sofort wieder auffüllen.;;Si un dominio no tiene reclutas o guarnición completa, puedes elegir rellenarla instantáneamente.;;;;;;;;;x
warrior_lodge_inspire_warriors_power_desc;Enables you to §Gright-click§! on a holding, in order to instantly refill its Garrison.;Vous pouvez remplir instantanément la garnison d'une propriété.\n(Faites un clic droit sur une propriété);Ermöglicht Euch, einen §GRechtsklick§! auf ein Besitztum zu machen, um seine Garnison sofort wieder aufzufüllen.;;Te permite §Ghacer clic derecho§! en un dominio para rellenar su guarnición al instante.;;;;;;;;;x
#warrior_lodge_war_sacrifice;War Sacrifice;Faire un sacrifice de guerre;Kriegsopfer;;Sacrificio de guerra;;;;;;;;;x
#warrior_lodge_war_sacrifice_desc;Sacrifice to the gods, to gain a boon in upcoming battles.;Faire un sacrifice aux dieux afin d'obtenir leur bénédiction dans les batailles à venir.;Opfer für die Götter, um in bevorstehenden Schlachten einen Segen zu erhalten.;;Haz un sacrificio a los dioses para ganar un favor para las próximas batallas.;;;;;;;;;x
#warrior_lodge_war_sacrifice_power_desc;Enables §Gright-clicking§! your character portrait, to perform a religious sacrifice in the hopes of a boon in upcoming battles.;Rend possible un clic droit sur votre portrait, afin d'accomplir un sacrifice religieux dans l'espoir d'une aubaine dans les batailles à venir.;Ermöglicht Euch, auf Euer eigenes Charakterporträt einen §GRechtsklick§! zu machen, um religiöse Opfer darzubringen, in der Hoffnung auf einen Segen für zukünftige Schlachten.;;Permite §Ghacer clic derecho§! en el retrato de tu personaje para hacer un sacrificio religioso esperando conseguir un favor para las próximas batallas.;;;;;;;;;x
warrior_lodge_indomitable;Indomitable;Invincible;Eisern;;Indomable;;;;;;;;;x
warrior_lodge_indomitable_power_desc;While leading armies, you no longer suffer lethal injuries from the battles.;Lorsque vous menez des armées, vous ne recevrez plus de blessure mortelle au cours d'une bataille.;Wenn Ihr eine Armee führt, erleidet Ihr keine tödlichen Verletzungen mehr.;;Cuando dirijas un ejército, dejas de sufrir heridas mortales en batallas.;;;;;;;;;x
#warrior_lodge_call_to_glory;Call to Glory;Appel de la Gloire;Ruhm suchen;;Llamada a la gloria;;;;;;;;;x
#warrior_lodge_call_to_glory_power_desc;As long as you are at war and leading troops, you can activate a decision in the §YIntrigue§! menu, which will continuously grant soldiers to your troops, appearing at your current location. Once peace is established, the regiments will take their leave.;Tant que vous êtes en guerre et menez des troupes, vous pouvez prendre cette décision qui vous octroiera continuellement des troupes là où vous vous trouvez. Une fois la paix établie, les régiments se disperseront.;Solange Ihr im Krieg seid und Truppen führt, könnt Ihr im §YIntrigen§!-Menü eine Entscheidung aktivieren, wodurch kontinuierlich Soldaten an Eurem aktuellen Aufenthaltsort auftauchen. Sobald Frieden eintritt, nehmen die Regimenter ihren Abschied.;;Mientras estés en guerra y dirigiendo ejércitos, puedes activar una decisión en el menú de §YIntriga§!, que darán soldados a tus tropas continuamente, apareciendo en tu posición actual. Cuando se declare la paz, los regimientos se licenciarán.;;;;;;;;;x
warrior_lodge_choose_military_aspect;Choose Military Aspect;Choisir un aspect militaire;Militärfokus auswählen;;Elegir aspecto militar;;;;;;;;;x
warrior_lodge_choose_military_aspect_desc;Choose to focus on one of the three military aspects. Doing so will allow you to choose a Lifestyle trait.;Choisir un des trois aspects militaires afin de pouvoir choisir un trait de style de vie.;Wählt einen von drei Militärfoki aus, auf den Ihr Euch konzentrieren wollt. Dies erlaubt Euch eine Lebensweise-Eigenschaften auszuwählen.;;Elige centrarte en uno de los tres aspectos militares. Eso te permitirá elegir un rasgo de estilo de vida.;;;;;;;;;x
warrior_lodge_choose_military_aspect_power_desc;Enables §Gright-clicking§! on your character portrait, in order to choose one of the three different military specializations.;Permet de choisir une des trois spécialisations militaires.\n(Faites un clic droit sur votre portrait);Ermöglicht Euch, auf Euer eigenes Charakterporträt einen §GRechtsklick§! zu machen, um eine von drei Militärspezialisierungen auszuwählen.;;Permite §Ghacer clic derecho§! en el retrato de tu personaje para elegir una de las tres especializaciones militares diferentes.;;;;;;;;;x
EVTDESC_HFP_10101_default;"It's over!" I shout, as [combatant_2.GetTitledFirstName] staggers backwards, clutching at a clearly fatal wound to [combatant_2.GetHerHis] stomach. I turn to face the crowd. "Yield, or-" I continue, but my command is cut short, the taste of blood filling my mouth. My opponent drops [combatant_2.GetHerHis] bloodied [combatant_2.GetDuelWeapon], mumbling: "Now – it's over".;« C'est la fin ! », crié-je, alors que [combatant_2.Get_le_TitledFirstName] chancelle en arrière et se tient le ventre à l'endroit d'une blessure mortelle. Je me tourne pour faire face à la foule. « Abandonnez, ou- », dis-je, mais mon ordre est coupé court, le goût du sang remplissant ma bouche. Mon adversaire lâche son arme ensanglantée, marmonnant : « Maintenant, c'est la fin ».;"Es ist aus!" schreie ich, als [combatant_2.GetTitledFirstName] rückwärts taumelt und sich dabei an [combatant_2.GetHerHis]en Magen hält, einer eindeutig tödlichen Wunde. Ich drehe mich der Menge zu. "Gebt Euch geschlagen oder-" fahre ich fort, aber mein Kommando ist kurz und ich schmecke Blut in meinem Mund. Mein Gegner lässt [combatant_2.GetHerHis](e) blutige(s) [combatant_2.GetDuelWeapon] fallen und murmelt: "Jetzt... ist es vorbei!".;;"¡Se acabó!" –grito, cuando [combatant_2.GetTitledFirstName] retrocede tambaleándose, agarrándose una herida mortal en el estómago. Me giro a la multitud, "Ríndete o…", pero me interrumpo, siento sangre en la boca. Mi oponente deja caer su [combatant_2.GetDuelWeapon] goteando sangre, y murmura: "Ahora sí que se ha acabado".;;;;;;;;;x
EVTDESC_HFP_10101_clumsy;Weapon raised, I charge at [combatant_2.GetTitledFirstName], but I trip on something! Flailing, I tumble over my opponent, who stares in disbelief as I pierce myself on [combatant_2.GetHerHis] weapon. Out of options, I wring my arm around the [combatant_2.GetManWoman]'s neck, [combatant_2.GetHerHis] eyes wild with horror.;L'arme brandie, je charge [combatant_2.Get_le_TitledFirstName], mais trébuche sur quelque chose ! Chancelant, je m'effondre sur mon adversaire, qui n'en croit pas ses yeux alors que je suis transpercé[Root.Get_E] par son arme. À court de solutions, je serre mon bras autour de son cou, son regard se remplissant d'effroi.;Mit erhobener Waffe stürme ich auf [combatant_2.GetTitledFirstName] zu, stolpere aber über etwas! Ich stolpere über meinen Gegner, der mich ungläubig anstarrt, während ich mich selbst an [combatant_2.GetHerHis]er Waffe schneide. Ohne anderen Ausweg, lege ich meinen Arm um [combatant_2.GetHerHis]en Hals, dessen Augen wild vor Ersetzen sind.;;Levanto el arma, cargando contra [combatant_2.GetTitledFirstName], ¡pero tropiezo con algo! Agitando los brazos, caigo sobre mi rival, que me mira, sin creérselo, cómo me atravieso con su propia arma. Sin más opciones, retuerzo el brazo en torno a su cuello, y sus ojos se llenan de horror.;;;;;;;;;x
EVTDESC_HFP_10101_elegant;I charge at [combatant_2.GetTitledFirstName], raising my [combatant_1.GetDuelWeapon]. My opponent mimics my movements with ease, as onlookers begin to whisper about the elegant duel, nay, the dance, they are witnessing. In the end, I can't deny the pain. and find myself on the ground, [combatant_2.GetTitledFirstName]'s hollow eyes staring back at me.;Je charge [combatant_2.Get_le_TitledFirstName] en brandissant m[combatant_1.Get_on_DuelWeapon]. Mon adversaire imite mes mouvements avec aisance, alors que les spectateurs commencent à chuchoter à propos du duel élégant, et même de la danse dont ils sont témoins. À la fin, je ne peux pas nier la douleur et me retrouve au sol, [combatant_2.Get_le_TitledFirstName] me fixant du regard.;Ich stürme mit erhobener Waffe auf [combatant_2.GetTitledFirstName] zu. Mein Gegner ahmt meiner Bewegung mit Leichtigkeit nach, während die Zuschauer anfangen, über das elegante Duell, nein den eleganten Tanz zu sprechen. Am Ende kann ich jedoch den Schmerz nicht mehr leugnen und finde mich selbst auf dem Boden wieder, während mich die Leeren Augen von [combatant_2.GetTitledFirstName] anstarren.;;Cargo contra [combatant_2.GetTitledFirstName] alzando mi [combatant_1.GetDuelWeapon]. Mi oponente imita mis movimientos con facilidad, y los espectadores empiezan a murmurar sobre este elegante duelo -qué digo, baile- del que son testigos. Al final, no puedo negar el dolor y me encuentro en el suelo, con los ojos vacíos de [combatant_2.GetTitledFirstName] observándome.;;;;;;;;;x
EVTOPTA_HFP_10101_default;No.. What did you do...?!;Non... Qu'avez-vous fait ?!;Nein... Was hast du getan...!?;;No… ¿Qué has hecho…?;;;;;;;;;x
EVTOPTA_HFP_10101_clumsy;I... Refuse... To die alone...!;Je... refuse... de mourir seul[Root.Get_E]...;Ich... sterbe... nicht alleine!;;¡Me niego a… morir… solo!;;;;;;;;;x
EVTOPTA_HFP_10101_elegant;So this is how it ends. It was... My honor, [other_combatant.GetSisterBrother].;C'est ainsi que ça se termine. Ce fut... un honneur, m[other_combatant.GetOnA] [other_combatant.GetSisterBrother].;So endet es also. Es war... mir eine Ehre, m[other_combatant.Geteineine] [other_combatant.GetSisterBrother].;;¿Así termina, pues? Fue… un honor, [other_combatant.GetSisterBrother].;;;;;;;;;x
EVTDESC_HFP_10102_default;"Yield!" [combatant_1.GetTitledFirstName] shouts at me. I stagger, clutching at my stomach. My vision blurs – the wound must be fatal. My mind races as my opponent turns away to accept the cheers of the crowd. My grip is wet from sweat, or blood, but I charge. "Yield, or-" [combatant_1.GetSheHe] continues, but the command is cut short, my weapon having served its purpose. Then my knees give way and it all goes dark.;« Abandonnez ! », me crie [combatant_1.Get_le_TitledFirstName]. Je chancelle et me tiens le ventre. Ma vision se brouille – la blessure doit être fatale. Mon esprit s'emballe lorsque mon adversaire se retourne pour recevoir les acclamations de la foule. Ma poigne est humide de sueur, ou de sang, mais je charge. « Abandonnez, ou- », continue-t-[combatant_1.GetIlElle], mais l'ordre est coupé court, mon arme ayant atteint sa cible. Puis mes genoux cèdent et tout devient sombre.;"Gebt Euch geschlagen", schreit [combatant_1.GetTitledFirstName]. Ich taumle und halte meinen Bauch. Meine Sicht verschwimmt. Die Wunde muss tödlich sein. Mein Verstand rast, als mein Gegner sich der jubelnden Menge zuwendet. Mein Griff ist nass von Schweiß oder Blut, aber ich stürme los. "Ergebt Euch oder-" fährt [combatant_1.GetSheHe] fort, doch der Satz wurde unterbrochen. Meine Waffe hat ihren Zweck erfüllt.;;"¡Ríndete!" grita [combatant_1.GetTitledFirstName]. Me tambaleo, agarrándome el estómago. Se me nubla la vista –debe de ser una herida mortal. Los pensamientos me invaden la mente cuando mi oponente se vuelve para recibir los vítores de la multitud. Tengo la mano húmeda de sudor o sangre, pero cargo. [combatant_1.GetElEllaCap] sigue: "Ríndete o…" pero se interrumpe, mi arma ha cumplido su misión. Las rodillas se me vencen y todo es oscuridad.;;;;;;;;;x
EVTDESC_HFP_10102_clumsy;[combatant_1.GetTitledFirstName] charges at me, sword raised, but trips on something. Flailing, [combatant_1.GetSheHe] is tumbling down on me, piercing [combatant_1.GetHerselfHimself] on my weapon. When the [combatant_1.GetManWoman] then begins clutching at my throat, I suddenly can't breathe – I am stuck staring in horror, into [combatant_1.GetHerHis] mad eyes.;[combatant_1.Get_Le_TitledFirstName] me charge, l'épée brandie, mais trébuche sur quelque chose. Chancelant[combatant_1.Get_E], [combatant_1.GetIlElle] s'effondre sur moi, se faisant transpercer par mon arme. Puis [combatant_1.GetIlElle] attrape et serre ma gorge, m'empêchant de respirer – je suis figé[Root.Get_E] de terreur, fixant ses yeux fous.;[combatant_1.GetTitledFirstName] stürmt mit erhobenem Schwert auf mich zu, stolpert aber über etwas. [combatant_1.GetSheHeCap] stürzt auf mich und schneidet sich selbst an meiner Waffe. Als [combatant_1.Getderdie] [combatant_1.GetManWoman] sich schließlich an meiner Kehle festklammert, kann ich nicht mehr atmen. Ich blicke nur noch voller Ersetzen in [combatant_1.GetHerHis]e wahnsinnigen Augen.;;[combatant_1.GetTitledFirstName] carga contra mí, espada en mano, pero tropieza. Agitando los brazos, cae sobre mí, atravesándose con mi propia arma, Entonces empieza a aferrarse a mi garganta y no puedo respirar, solo mirar con horror sus ojos enloquecidos.;;;;;;;;;x
EVTDESC_HFP_10102_elegant;[combatant_1.GetTitledFirstName] charges at me, raising [combatant_1.GetHerHis] [combatant_1.GetDuelWeapon]. I mimic [combatant_1.GetHerHis] movements with ease, as onlookers begin to whisper about the elegant duel, nay, the dance, they are witnessing. It is almost as synchronized when we both eventually collapse, wounds deep, blood clouding our sight.;[combatant_1.Get_Le_TitledFirstName] me charge en brandissant s[combatant_1.Get_on_DuelWeapon]. Je mime ses mouvements avec aisance, alors que les spectateurs commencent à chuchoter à propos du duel élégant, presque une danse, auquel ils assistent. Nous finissons tous deux par nous écrouler, avec des blessures profondes et le sang qui obscurcit notre vue.;[combatant_1.GetTitledFirstName] stürmt mit erhobener Waffe auf mich zu. Ich ahme [combatant_1.GetHerHis]en Bewegungen mit Leichtigkeit nach, während die Zuschauer sich über dieses elegante Duell... Nein, diesen eleganten Tanz unterhalten. Es ist fast synchron, als wir beide zusammenbrechen, mit tiefen Wunden und Blut, dass unsere Sicht trübt.;;[combatant_1.GetTitledFirstName] carga contra mí, alzando su [combatant_1.GetDuelWeapon]. Imito sus movimientos con facilidad, y los espectadores empiezan a murmurar sobre este elegante duelo -qué digo, baile- del que son testigos. Casi igual de sincronizados acabamos cayendo gravemente heridos, la sangre nublándonos la vista.;;;;;;;;;x
EVTOPTA_HFP_10102_default;At least I took you down with me, fool.;Au moins vous tombez avec moi.;Wenigstens habe ich dich mitgenommen, Narr.;;Al menos te llevaré conmigo, imbécil.;;;;;;;;;x
EVTOPTA_HFP_10102_clumsy;Wha-! You-! Ggghrrrhh...;Qu-! Espèce de-! Ggghrrrhh...;Wa-! Du-!  Ggghrrrhh...;;¿Qué…? ¡Has…! Aggrrr…;;;;;;;;;x
EVTOPTA_HFP_10102_elegant;A worthy opponent, to the end... I... Nnnggh...;Un[combatant_1.Get_E] adversaire de valeur, finalement... je... Nnnggh...;Bis zum Schluss ein würdiger Gegner... Ich... Nnnggh...;;Un rival digno hasta el fin… yo… Nnngg…;;;;;;;;;x
no_one_wins_the_duel_tt;No one wins the duel.\n;Personne ne remporte le duel.\n;Keiner gewinnt das Duell.\n;;Nadie gana el duelo.\n;;;;;;;;;x
you_win_the_duel_tt;You win the duel.\n;Vous remportez le duel.\n;Ihr gewinnt das Duell.\n;;Vence el duelo.\n;;;;;;;;;x
you_lose_the_duel_tt;You lose the duel.\n;Vous perdez le duel.\n;Ihr verliert das Duell.\n;;Pierdes el duelo.\n;;;;;;;;;x
